ProductName,ProductSubcategory,StateProvinceCode,ProductCategory,Sales_Type,ResellerName,SalesOrderNumber,OrderFrequency,StoreAge,City,CountryRegionCode,Region,CustomerKey,ResellerKey,ProductKey,OrderDate,ShipDate,UnitPrice,OrderQuantity,YearOpened,Profit,NumberEmployees,AnnualSales,AnnualRevenue,TotalProductCost,SalesAmount,DiscountAmount
Touring Tire Tube,Tires and Tubes,ENG,Accessories,Internet Sales,,SO58052,,,Reading,GB,EU,17763,,530,2019-01-06,2019-01-13,4.99,1,,3.1237,,,,1.8663,4.99,0
LL Mountain Tire,Tires and Tubes,ENG,Accessories,Internet Sales,,SO68052,,,Reading,GB,EU,17763,,535,2019-05-31,2019-06-07,24.99,1,,15.6437,,,,9.3463,24.99,0
"Road-250 Black, 44",Road Bikes,HH,Bikes,Internet Sales,,SO50115,,,Essen,DE,EU,17764,,373,2018-06-12,2018-06-19,2181.56,1,,860.8787,,,,1320.6838,2181.56,0
Water Bottle - 30 oz.,Bottles and Cages,HH,Accessories,Internet Sales,,SO57963,,,Essen,DE,EU,17764,,477,2019-01-05,2019-01-12,4.99,1,,3.1237,,,,1.8663,4.99,0
Road Bottle Cage,Bottles and Cages,HH,Accessories,Internet Sales,,SO57963,,,Essen,DE,EU,17764,,479,2019-01-05,2019-01-12,8.99,1,,5.6277,,,,3.3623,8.99,0
"Sport-100 Helmet, Black",Helmets,HH,Accessories,Internet Sales,,SO57700,,,Frankfurt am Main,DE,EU,17765,,217,2018-12-31,2019-01-07,34.99,1,,21.9037,,,,13.0863,34.99,0
AWC Logo Cap,Caps,HH,Clothing,Internet Sales,,SO57700,,,Frankfurt am Main,DE,EU,17765,,225,2018-12-31,2019-01-07,8.99,1,,2.0677,,,,6.9223,8.99,0
"Sport-100 Helmet, Black",Helmets,75,Accessories,Internet Sales,,SO60606,,,Paris,FR,EU,17766,,217,2019-02-11,2019-02-18,34.99,1,,21.9037,,,,13.0863,34.99,0
Fender Set - Mountain,Fenders,75,Accessories,Internet Sales,,SO71433,,,Paris,FR,EU,17766,,485,2019-07-15,2019-07-23,21.98,1,,13.7595,,,,8.2205,21.98,0
Mountain Bottle Cage,Bottles and Cages,45,Accessories,Internet Sales,,SO73116,,,Orleans,FR,EU,17767,,478,2019-08-06,2019-08-13,9.99,1,,6.2537,,,,3.7363,9.99,0
Touring Tire,Tires and Tubes,45,Accessories,Internet Sales,,SO61839,,,Orleans,FR,EU,17767,,541,2019-03-02,2019-03-09,28.99,1,,18.1477,,,,10.8423,28.99,0
"Half-Finger Gloves, S",Gloves,SL,Clothing,Internet Sales,,SO57908,,,Saarlouis,DE,EU,17768,,463,2019-01-04,2019-01-11,24.49,1,,15.3307,,,,9.1593,24.49,0
Patch Kit/8 Patches,Tires and Tubes,NW,Accessories,Internet Sales,,SO59347,,,Werne,DE,EU,17769,,480,2019-01-24,2019-01-31,2.29,1,,1.4335,,,,0.8565,2.29,0
ML Road Tire,Tires and Tubes,NW,Accessories,Internet Sales,,SO59347,,,Werne,DE,EU,17769,,539,2019-01-24,2019-01-31,24.99,1,,15.6437,,,,9.3463,24.99,0
Water Bottle - 30 oz.,Bottles and Cages,59,Accessories,Internet Sales,,SO59282,,,Lille,FR,EU,17770,,477,2019-01-23,2019-01-30,4.99,1,,3.1237,,,,1.8663,4.99,0
Road Bottle Cage,Bottles and Cages,59,Accessories,Internet Sales,,SO59282,,,Lille,FR,EU,17770,,479,2019-01-23,2019-01-30,8.99,1,,5.6277,,,,3.3623,8.99,0
"Sport-100 Helmet, Blue",Helmets,78,Accessories,Internet Sales,,SO52355,,,Chatou,FR,EU,17771,,222,2018-09-27,2018-10-04,34.99,1,,21.9037,,,,13.0863,34.99,0
Mountain Tire Tube,Tires and Tubes,78,Accessories,Internet Sales,,SO52355,,,Chatou,FR,EU,17771,,528,2018-09-27,2018-10-04,4.99,1,,3.1237,,,,1.8663,4.99,0
ML Mountain Tire,Tires and Tubes,78,Accessories,Internet Sales,,SO52355,,,Chatou,FR,EU,17771,,536,2018-09-27,2018-10-04,29.99,1,,18.7737,,,,11.2163,29.99,0
"Sport-100 Helmet, Black",Helmets,ENG,Accessories,Internet Sales,,SO57910,,,London,GB,EU,17772,,217,2019-01-04,2019-01-11,34.99,1,,21.9037,,,,13.0863,34.99,0
"Long-Sleeve Logo Jersey, L",Jerseys,ENG,Clothing,Internet Sales,,SO57910,,,London,GB,EU,17772,,234,2019-01-04,2019-01-11,49.99,1,,11.4977,,,,38.4923,49.99,0
"Half-Finger Gloves, M",Gloves,ENG,Clothing,Internet Sales,,SO57910,,,London,GB,EU,17772,,465,2019-01-04,2019-01-11,24.49,1,,15.3307,,,,9.1593,24.49,0
Water Bottle - 30 oz.,Bottles and Cages,ENG,Accessories,Internet Sales,,SO57910,,,London,GB,EU,17772,,477,2019-01-04,2019-01-11,4.99,1,,3.1237,,,,1.8663,4.99,0
Mountain Bottle Cage,Bottles and Cages,ENG,Accessories,Internet Sales,,SO57910,,,London,GB,EU,17772,,478,2019-01-04,2019-01-11,9.99,1,,6.2537,,,,3.7363,9.99,0
"Long-Sleeve Logo Jersey, M",Jerseys,93,Clothing,Internet Sales,,SO61042,,,Drancy,FR,EU,17773,,231,2019-02-18,2019-02-26,49.99,1,,11.4977,,,,38.4923,49.99,0
Patch Kit/8 Patches,Tires and Tubes,HE,Accessories,Internet Sales,,SO74744,,,Dresden,DE,EU,17774,,480,2019-09-06,2019-09-13,2.29,1,,1.4335,,,,0.8565,2.29,0
LL Mountain Tire,Tires and Tubes,HE,Accessories,Internet Sales,,SO74744,,,Dresden,DE,EU,17774,,535,2019-09-06,2019-09-13,24.99,1,,15.6437,,,,9.3463,24.99,0
"Classic Vest, L",Vests,92,Clothing,Internet Sales,,SO59504,,,Courbevoie,FR,EU,17775,,473,2019-01-26,2019-02-02,63.5,1,,39.751,,,,23.749,63.5,0
Road Tire Tube,Tires and Tubes,92,Accessories,Internet Sales,,SO59504,,,Courbevoie,FR,EU,17775,,529,2019-01-26,2019-02-02,3.99,1,,2.4977,,,,1.4923,3.99,0
ML Road Tire,Tires and Tubes,92,Accessories,Internet Sales,,SO59504,,,Courbevoie,FR,EU,17775,,539,2019-01-26,2019-02-02,24.99,1,,15.6437,,,,9.3463,24.99,0
"Sport-100 Helmet, Blue",Helmets,ENG,Accessories,Internet Sales,,SO60990,,,London,GB,EU,17776,,222,2019-02-17,2019-02-25,34.99,1,,21.9037,,,,13.0863,34.99,0
Patch Kit/8 Patches,Tires and Tubes,ENG,Accessories,Internet Sales,,SO58273,,,London,GB,EU,17776,,480,2019-01-10,2019-01-17,2.29,1,,1.4335,,,,0.8565,2.29,0
Mountain Tire Tube,Tires and Tubes,ENG,Accessories,Internet Sales,,SO60990,,,London,GB,EU,17776,,528,2019-02-17,2019-02-25,4.99,1,,3.1237,,,,1.8663,4.99,0
Touring Tire Tube,Tires and Tubes,ENG,Accessories,Internet Sales,,SO58273,,,London,GB,EU,17776,,530,2019-01-10,2019-01-17,4.99,1,,3.1237,,,,1.8663,4.99,0
LL Mountain Tire,Tires and Tubes,ENG,Accessories,Internet Sales,,SO60990,,,London,GB,EU,17776,,535,2019-02-17,2019-02-25,24.99,1,,15.6437,,,,9.3463,24.99,0
"Sport-100 Helmet, Black",Helmets,SL,Accessories,Internet Sales,,SO59589,,,Berlin,DE,EU,17777,,217,2019-01-27,2019-02-03,34.99,1,,21.9037,,,,13.0863,34.99,0
AWC Logo Cap,Caps,92,Clothing,Internet Sales,,SO72593,,,Boulogne-Billancourt,FR,EU,17778,,225,2019-07-30,2019-08-06,8.99,1,,2.0677,,,,6.9223,8.99,0
"Racing Socks, M",Socks,92,Clothing,Internet Sales,,SO66057,,,Boulogne-Billancourt,FR,EU,17778,,481,2019-04-30,2019-05-07,8.99,1,,5.6277,,,,3.3623,8.99,0
Hitch Rack - 4-Bike,Bike Racks,92,Accessories,Internet Sales,,SO72593,,,Boulogne-Billancourt,FR,EU,17778,,483,2019-07-30,2019-08-06,120,1,,75.12,,,,44.88,120,0
"Sport-100 Helmet, Red",Helmets,93,Accessories,Internet Sales,,SO65853,,,Drancy,FR,EU,17779,,214,2019-04-27,2019-05-04,34.99,1,,21.9037,,,,13.0863,34.99,0
"Half-Finger Gloves, L",Gloves,93,Clothing,Internet Sales,,SO73422,,,Drancy,FR,EU,17779,,467,2019-08-10,2019-08-17,24.49,1,,15.3307,,,,9.1593,24.49,0
Mountain Bottle Cage,Bottles and Cages,93,Accessories,Internet Sales,,SO73422,,,Drancy,FR,EU,17779,,478,2019-08-10,2019-08-17,9.99,1,,6.2537,,,,3.7363,9.99,0
Hydration Pack - 70 oz.,Hydration Packs,93,Accessories,Internet Sales,,SO73422,,,Drancy,FR,EU,17779,,487,2019-08-10,2019-08-17,54.99,1,,34.4237,,,,20.5663,54.99,0
"Short-Sleeve Classic Jersey, XL",Jerseys,93,Clothing,Internet Sales,,SO73422,,,Drancy,FR,EU,17779,,491,2019-08-10,2019-08-17,53.99,1,,12.4177,,,,41.5723,53.99,0
Touring Tire Tube,Tires and Tubes,93,Accessories,Internet Sales,,SO65853,,,Drancy,FR,EU,17779,,530,2019-04-27,2019-05-04,4.99,1,,3.1237,,,,1.8663,4.99,0
Touring Tire,Tires and Tubes,93,Accessories,Internet Sales,,SO65853,,,Drancy,FR,EU,17779,,541,2019-04-27,2019-05-04,28.99,1,,18.1477,,,,10.8423,28.99,0
"Long-Sleeve Logo Jersey, S",Jerseys,93,Clothing,Internet Sales,,SO68782,,,Tremblay-en-France,FR,EU,17780,,228,2019-06-11,2019-06-18,49.99,1,,11.4977,,,,38.4923,49.99,0
"Touring-3000 Blue, 54",Touring Bikes,93,Bikes,Internet Sales,,SO68782,,,Tremblay-en-France,FR,EU,17780,,565,2019-06-11,2019-06-18,742.35,1,,280.9052,,,,461.4448,742.35,0
AWC Logo Cap,Caps,HE,Clothing,Internet Sales,,SO69772,,,Dresden,DE,EU,17781,,225,2019-06-21,2019-06-28,8.99,1,,2.0677,,,,6.9223,8.99,0
"Racing Socks, L",Socks,HE,Clothing,Internet Sales,,SO67429,,,Dresden,DE,EU,17781,,482,2019-05-21,2019-05-29,8.99,1,,5.6277,,,,3.3623,8.99,0
Fender Set - Mountain,Fenders,HE,Accessories,Internet Sales,,SO67429,,,Dresden,DE,EU,17781,,485,2019-05-21,2019-05-29,21.98,1,,13.7595,,,,8.2205,21.98,0
"Women's Mountain Shorts, L",Shorts,ENG,Clothing,Internet Sales,,SO62175,,,London,GB,EU,17782,,476,2019-03-08,2019-03-15,69.99,1,,43.8137,,,,26.1763,69.99,0
LL Mountain Tire,Tires and Tubes,HH,Accessories,Internet Sales,,SO54793,,,Hamburg,DE,EU,17783,,535,2018-11-12,2018-11-19,24.99,1,,15.6437,,,,9.3463,24.99,0
AWC Logo Cap,Caps,NW,Clothing,Internet Sales,,SO60391,,,Paderborn,DE,EU,17784,,225,2019-02-08,2019-02-15,8.99,1,,2.0677,,,,6.9223,8.99,0
"Sport-100 Helmet, Red",Helmets,ENG,Accessories,Internet Sales,,SO53383,,,Maidenhead,GB,EU,17785,,214,2018-10-17,2018-10-27,34.99,1,,21.9037,,,,13.0863,34.99,0
Patch Kit/8 Patches,Tires and Tubes,ENG,Accessories,Internet Sales,,SO54746,,,Maidenhead,GB,EU,17785,,480,2018-11-11,2018-11-18,2.29,1,,1.4335,,,,0.8565,2.29,0
Touring Tire Tube,Tires and Tubes,ENG,Accessories,Internet Sales,,SO53383,,,Maidenhead,GB,EU,17785,,530,2018-10-17,2018-10-27,4.99,1,,3.1237,,,,1.8663,4.99,0
LL Mountain Tire,Tires and Tubes,ENG,Accessories,Internet Sales,,SO54746,,,Maidenhead,GB,EU,17785,,535,2018-11-11,2018-11-18,24.99,1,,15.6437,,,,9.3463,24.99,0
"Sport-100 Helmet, Red",Helmets,ENG,Accessories,Internet Sales,,SO52557,,,Newcastle upon Tyne,GB,EU,17786,,214,2018-10-01,2018-10-08,34.99,1,,21.9037,,,,13.0863,34.99,0
"Half-Finger Gloves, S",Gloves,ENG,Clothing,Internet Sales,,SO57986,,,Newcastle upon Tyne,GB,EU,17786,,463,2019-01-05,2019-01-12,24.49,1,,15.3307,,,,9.1593,24.49,0
Touring Tire Tube,Tires and Tubes,ENG,Accessories,Internet Sales,,SO52557,,,Newcastle upon Tyne,GB,EU,17786,,530,2018-10-01,2018-10-08,4.99,1,,3.1237,,,,1.8663,4.99,0
LL Mountain Tire,Tires and Tubes,ENG,Accessories,Internet Sales,,SO57986,,,Newcastle upon Tyne,GB,EU,17786,,535,2019-01-05,2019-01-12,24.99,1,,15.6437,,,,9.3463,24.99,0
ML Road Tire,Tires and Tubes,75,Accessories,Internet Sales,,SO62172,,,Paris,FR,EU,17787,,539,2019-03-08,2019-03-15,24.99,1,,15.6437,,,,9.3463,24.99,0
"Sport-100 Helmet, Black",Helmets,SL,Accessories,Internet Sales,,SO55483,,,Berlin,DE,EU,17788,,217,2018-11-22,2018-11-29,34.99,1,,21.9037,,,,13.0863,34.99,0
Mountain Tire Tube,Tires and Tubes,SL,Accessories,Internet Sales,,SO55483,,,Berlin,DE,EU,17788,,528,2018-11-22,2018-11-29,4.99,1,,3.1237,,,,1.8663,4.99,0
LL Mountain Tire,Tires and Tubes,SL,Accessories,Internet Sales,,SO55483,,,Berlin,DE,EU,17788,,535,2018-11-22,2018-11-29,24.99,1,,15.6437,,,,9.3463,24.99,0
"Short-Sleeve Classic Jersey, L",Jerseys,BY,Clothing,Internet Sales,,SO60649,,,Frankfurt,DE,EU,17789,,490,2019-02-12,2019-02-19,53.99,1,,12.4177,,,,41.5723,53.99,0
AWC Logo Cap,Caps,ENG,Clothing,Internet Sales,,SO57703,,,Wokingham,GB,EU,17790,,225,2018-12-31,2019-01-07,8.99,1,,2.0677,,,,6.9223,8.99,0
Fender Set - Mountain,Fenders,ENG,Accessories,Internet Sales,,SO57703,,,Wokingham,GB,EU,17790,,485,2018-12-31,2019-01-07,21.98,1,,13.7595,,,,8.2205,21.98,0
"Sport-100 Helmet, Black",Helmets,SL,Accessories,Internet Sales,,SO60011,,,Neunkirchen,DE,EU,17791,,217,2019-02-02,2019-02-09,34.99,1,,21.9037,,,,13.0863,34.99,0
Mountain Tire Tube,Tires and Tubes,SL,Accessories,Internet Sales,,SO60011,,,Neunkirchen,DE,EU,17791,,528,2019-02-02,2019-02-09,4.99,1,,3.1237,,,,1.8663,4.99,0
LL Mountain Tire,Tires and Tubes,SL,Accessories,Internet Sales,,SO60011,,,Neunkirchen,DE,EU,17791,,535,2019-02-02,2019-02-09,24.99,1,,15.6437,,,,9.3463,24.99,0
"Sport-100 Helmet, Blue",Helmets,ENG,Accessories,Internet Sales,,SO64069,,,Newcastle upon Tyne,GB,EU,17792,,222,2019-04-05,2019-04-12,34.99,1,,21.9037,,,,13.0863,34.99,0
AWC Logo Cap,Caps,ENG,Clothing,Internet Sales,,SO64069,,,Newcastle upon Tyne,GB,EU,17792,,225,2019-04-05,2019-04-12,8.99,1,,2.0677,,,,6.9223,8.99,0
Mountain Bottle Cage,Bottles and Cages,ENG,Accessories,Internet Sales,,SO64069,,,Newcastle upon Tyne,GB,EU,17792,,478,2019-04-05,2019-04-12,9.99,1,,6.2537,,,,3.7363,9.99,0
Patch Kit/8 Patches,Tires and Tubes,ENG,Accessories,Internet Sales,,SO66095,,,York,GB,EU,17793,,480,2019-05-01,2019-05-08,2.29,1,,1.4335,,,,0.8565,2.29,0
Mountain Tire Tube,Tires and Tubes,ENG,Accessories,Internet Sales,,SO66095,,,York,GB,EU,17793,,528,2019-05-01,2019-05-08,4.99,1,,3.1237,,,,1.8663,4.99,0
ML Mountain Tire,Tires and Tubes,ENG,Accessories,Internet Sales,,SO66095,,,York,GB,EU,17793,,536,2019-05-01,2019-05-08,29.99,1,,18.7737,,,,11.2163,29.99,0
Patch Kit/8 Patches,Tires and Tubes,ENG,Accessories,Internet Sales,,SO60192,,,London,GB,EU,17794,,480,2019-02-05,2019-02-12,2.29,1,,1.4335,,,,0.8565,2.29,0
Fender Set - Mountain,Fenders,ENG,Accessories,Internet Sales,,SO60192,,,London,GB,EU,17794,,485,2019-02-05,2019-02-12,21.98,1,,13.7595,,,,8.2205,21.98,0
"Half-Finger Gloves, L",Gloves,NW,Clothing,Internet Sales,,SO60057,,,Werne,DE,EU,17796,,467,2019-02-03,2019-02-10,24.49,1,,15.3307,,,,9.1593,24.49,0
Water Bottle - 30 oz.,Bottles and Cages,NW,Accessories,Internet Sales,,SO60057,,,Werne,DE,EU,17796,,477,2019-02-03,2019-02-10,4.99,1,,3.1237,,,,1.8663,4.99,0
Road Bottle Cage,Bottles and Cages,NW,Accessories,Internet Sales,,SO60057,,,Werne,DE,EU,17796,,479,2019-02-03,2019-02-10,8.99,1,,5.6277,,,,3.3623,8.99,0
"Sport-100 Helmet, Blue",Helmets,SL,Accessories,Internet Sales,,SO63458,,,Stuttgart,DE,EU,17797,,222,2019-03-26,2019-04-02,34.99,1,,21.9037,,,,13.0863,34.99,0
Mountain Tire Tube,Tires and Tubes,SL,Accessories,Internet Sales,,SO63458,,,Stuttgart,DE,EU,17797,,528,2019-03-26,2019-04-02,4.99,1,,3.1237,,,,1.8663,4.99,0
LL Mountain Tire,Tires and Tubes,SL,Accessories,Internet Sales,,SO63458,,,Stuttgart,DE,EU,17797,,535,2019-03-26,2019-04-02,24.99,1,,15.6437,,,,9.3463,24.99,0
"Sport-100 Helmet, Red",Helmets,ENG,Accessories,Internet Sales,,SO60650,,,Peterborough,GB,EU,17798,,214,2019-02-12,2019-02-19,34.99,1,,21.9037,,,,13.0863,34.99,0
Water Bottle - 30 oz.,Bottles and Cages,ENG,Accessories,Internet Sales,,SO60650,,,Peterborough,GB,EU,17798,,477,2019-02-12,2019-02-19,4.99,1,,3.1237,,,,1.8663,4.99,0
Mountain Bottle Cage,Bottles and Cages,ENG,Accessories,Internet Sales,,SO60650,,,Peterborough,GB,EU,17798,,478,2019-02-12,2019-02-19,9.99,1,,6.2537,,,,3.7363,9.99,0
ML Road Tire,Tires and Tubes,BY,Accessories,Internet Sales,,SO59148,,,Ingolstadt,DE,EU,17799,,539,2019-01-21,2019-01-28,24.99,1,,15.6437,,,,9.3463,24.99,0
"Road-350-W Yellow, 40",Road Bikes,BY,Bikes,Internet Sales,,SO59148,,,Ingolstadt,DE,EU,17799,,580,2019-01-21,2019-01-28,1700.99,1,,618.48,,,,1082.51,1700.99,0
Patch Kit/8 Patches,Tires and Tubes,78,Accessories,Internet Sales,,SO62320,,,Chatou,FR,EU,17800,,480,2019-03-10,2019-03-17,2.29,1,,1.4335,,,,0.8565,2.29,0
Mountain Tire Tube,Tires and Tubes,78,Accessories,Internet Sales,,SO62320,,,Chatou,FR,EU,17800,,528,2019-03-10,2019-03-17,4.99,1,,3.1237,,,,1.8663,4.99,0
ML Mountain Tire,Tires and Tubes,78,Accessories,Internet Sales,,SO62320,,,Chatou,FR,EU,17800,,536,2019-03-10,2019-03-17,29.99,1,,18.7737,,,,11.2163,29.99,0
Water Bottle - 30 oz.,Bottles and Cages,94,Accessories,Internet Sales,,SO71388,,,Orly,FR,EU,17801,,477,2019-07-14,2019-07-21,4.99,1,,3.1237,,,,1.8663,4.99,0
Mountain Bottle Cage,Bottles and Cages,94,Accessories,Internet Sales,,SO71388,,,Orly,FR,EU,17801,,478,2019-07-14,2019-07-21,9.99,1,,6.2537,,,,3.7363,9.99,0
Fender Set - Mountain,Fenders,94,Accessories,Internet Sales,,SO71388,,,Orly,FR,EU,17801,,485,2019-07-14,2019-07-21,21.98,1,,13.7595,,,,8.2205,21.98,0
"Short-Sleeve Classic Jersey, L",Jerseys,94,Clothing,Internet Sales,,SO71388,,,Orly,FR,EU,17801,,490,2019-07-14,2019-07-21,53.99,1,,12.4177,,,,41.5723,53.99,0
Mountain Tire Tube,Tires and Tubes,94,Accessories,Internet Sales,,SO71388,,,Orly,FR,EU,17801,,528,2019-07-14,2019-07-21,4.99,1,,3.1237,,,,1.8663,4.99,0
ML Mountain Tire,Tires and Tubes,94,Accessories,Internet Sales,,SO71388,,,Orly,FR,EU,17801,,536,2019-07-14,2019-07-21,29.99,1,,18.7737,,,,11.2163,29.99,0
"Sport-100 Helmet, Red",Helmets,BY,Accessories,Internet Sales,,SO60280,,,Hof,DE,EU,17802,,214,2019-02-06,2019-02-13,34.99,1,,21.9037,,,,13.0863,34.99,0
Fender Set - Mountain,Fenders,BY,Accessories,Internet Sales,,SO60280,,,Hof,DE,EU,17802,,485,2019-02-06,2019-02-13,21.98,1,,13.7595,,,,8.2205,21.98,0
Mountain Tire Tube,Tires and Tubes,BY,Accessories,Internet Sales,,SO60280,,,Hof,DE,EU,17802,,528,2019-02-06,2019-02-13,4.99,1,,3.1237,,,,1.8663,4.99,0
LL Mountain Tire,Tires and Tubes,BY,Accessories,Internet Sales,,SO60280,,,Hof,DE,EU,17802,,535,2019-02-06,2019-02-13,24.99,1,,15.6437,,,,9.3463,24.99,0
"Half-Finger Gloves, S",Gloves,ENG,Clothing,Internet Sales,,SO59216,,,Peterborough,GB,EU,17803,,463,2019-01-22,2019-01-29,24.49,1,,15.3307,,,,9.1593,24.49,0
Water Bottle - 30 oz.,Bottles and Cages,ENG,Accessories,Internet Sales,,SO59216,,,Peterborough,GB,EU,17803,,477,2019-01-22,2019-01-29,4.99,1,,3.1237,,,,1.8663,4.99,0
Mountain Bottle Cage,Bottles and Cages,ENG,Accessories,Internet Sales,,SO59216,,,Peterborough,GB,EU,17803,,478,2019-01-22,2019-01-29,9.99,1,,6.2537,,,,3.7363,9.99,0
"Sport-100 Helmet, Red",Helmets,BY,Accessories,Internet Sales,,SO60992,,,Erlangen,DE,EU,17804,,214,2019-02-17,2019-02-25,34.99,1,,21.9037,,,,13.0863,34.99,0
AWC Logo Cap,Caps,BY,Clothing,Internet Sales,,SO60992,,,Erlangen,DE,EU,17804,,225,2019-02-17,2019-02-25,8.99,1,,2.0677,,,,6.9223,8.99,0
Mountain Tire Tube,Tires and Tubes,BY,Accessories,Internet Sales,,SO60992,,,Erlangen,DE,EU,17804,,528,2019-02-17,2019-02-25,4.99,1,,3.1237,,,,1.8663,4.99,0
LL Mountain Tire,Tires and Tubes,BY,Accessories,Internet Sales,,SO60992,,,Erlangen,DE,EU,17804,,535,2019-02-17,2019-02-25,24.99,1,,15.6437,,,,9.3463,24.99,0
Patch Kit/8 Patches,Tires and Tubes,57,Accessories,Internet Sales,,SO59105,,,Metz,FR,EU,17805,,480,2019-01-21,2019-01-27,2.29,1,,1.4335,,,,0.8565,2.29,0
ML Mountain Tire,Tires and Tubes,57,Accessories,Internet Sales,,SO59105,,,Metz,FR,EU,17805,,536,2019-01-21,2019-01-27,29.99,1,,18.7737,,,,11.2163,29.99,0
"Sport-100 Helmet, Blue",Helmets,HE,Accessories,Internet Sales,,SO52906,,,Darmstadt,DE,EU,17806,,222,2018-10-08,2018-10-15,34.99,1,,21.9037,,,,13.0863,34.99,0
Mountain Tire Tube,Tires and Tubes,HE,Accessories,Internet Sales,,SO52906,,,Darmstadt,DE,EU,17806,,528,2018-10-08,2018-10-15,4.99,1,,3.1237,,,,1.8663,4.99,0
LL Mountain Tire,Tires and Tubes,HE,Accessories,Internet Sales,,SO52906,,,Darmstadt,DE,EU,17806,,535,2018-10-08,2018-10-15,24.99,1,,15.6437,,,,9.3463,24.99,0
"Sport-100 Helmet, Red",Helmets,ENG,Accessories,Internet Sales,,SO67524,,,Milton Keynes,GB,EU,17807,,214,2019-05-23,2019-05-30,34.99,1,,21.9037,,,,13.0863,34.99,0
AWC Logo Cap,Caps,ENG,Clothing,Internet Sales,,SO67524,,,Milton Keynes,GB,EU,17807,,225,2019-05-23,2019-05-30,8.99,1,,2.0677,,,,6.9223,8.99,0
Patch Kit/8 Patches,Tires and Tubes,ENG,Accessories,Internet Sales,,SO67452,,,Milton Keynes,GB,EU,17807,,480,2019-05-21,2019-05-29,2.29,1,,1.4335,,,,0.8565,2.29,0
Mountain Tire Tube,Tires and Tubes,ENG,Accessories,Internet Sales,,SO67524,,,Milton Keynes,GB,EU,17807,,528,2019-05-23,2019-05-30,4.99,1,,3.1237,,,,1.8663,4.99,0
Touring Tire Tube,Tires and Tubes,ENG,Accessories,Internet Sales,,SO67452,,,Milton Keynes,GB,EU,17807,,530,2019-05-21,2019-05-29,4.99,1,,3.1237,,,,1.8663,4.99,0
LL Mountain Tire,Tires and Tubes,ENG,Accessories,Internet Sales,,SO67524,,,Milton Keynes,GB,EU,17807,,535,2019-05-23,2019-05-30,24.99,1,,15.6437,,,,9.3463,24.99,0
"Sport-100 Helmet, Blue",Helmets,ENG,Accessories,Internet Sales,,SO53219,,,York,GB,EU,17808,,222,2018-10-14,2018-10-24,34.99,1,,21.9037,,,,13.0863,34.99,0
"Sport-100 Helmet, Blue",Helmets,ENG,Accessories,Internet Sales,,SO73149,,,York,GB,EU,17808,,222,2019-08-06,2019-08-13,34.99,1,,21.9037,,,,13.0863,34.99,0
Hydration Pack - 70 oz.,Hydration Packs,ENG,Accessories,Internet Sales,,SO73149,,,York,GB,EU,17808,,487,2019-08-06,2019-08-13,54.99,1,,34.4237,,,,20.5663,54.99,0
Mountain Tire Tube,Tires and Tubes,ENG,Accessories,Internet Sales,,SO53219,,,York,GB,EU,17808,,528,2018-10-14,2018-10-24,4.99,1,,3.1237,,,,1.8663,4.99,0
Touring Tire Tube,Tires and Tubes,ENG,Accessories,Internet Sales,,SO73149,,,York,GB,EU,17808,,530,2019-08-06,2019-08-13,4.99,1,,3.1237,,,,1.8663,4.99,0
LL Mountain Tire,Tires and Tubes,ENG,Accessories,Internet Sales,,SO53219,,,York,GB,EU,17808,,535,2018-10-14,2018-10-24,24.99,1,,15.6437,,,,9.3463,24.99,0
AWC Logo Cap,Caps,45,Clothing,Internet Sales,,SO61570,,,Orleans,FR,EU,17809,,225,2019-02-26,2019-03-05,8.99,1,,2.0677,,,,6.9223,8.99,0
Patch Kit/8 Patches,Tires and Tubes,45,Accessories,Internet Sales,,SO61570,,,Orleans,FR,EU,17809,,480,2019-02-26,2019-03-05,2.29,1,,1.4335,,,,0.8565,2.29,0
All-Purpose Bike Stand,Bike Stands,45,Accessories,Internet Sales,,SO61570,,,Orleans,FR,EU,17809,,486,2019-02-26,2019-03-05,159,1,,99.534,,,,59.466,159,0
Mountain Tire Tube,Tires and Tubes,45,Accessories,Internet Sales,,SO61570,,,Orleans,FR,EU,17809,,528,2019-02-26,2019-03-05,4.99,1,,3.1237,,,,1.8663,4.99,0
ML Mountain Tire,Tires and Tubes,45,Accessories,Internet Sales,,SO61570,,,Orleans,FR,EU,17809,,536,2019-02-26,2019-03-05,29.99,1,,18.7737,,,,11.2163,29.99,0
"Sport-100 Helmet, Black",Helmets,ENG,Accessories,Internet Sales,,SO53220,,,Warrington,GB,EU,17810,,217,2018-10-14,2018-10-24,34.99,1,,21.9037,,,,13.0863,34.99,0
AWC Logo Cap,Caps,ENG,Clothing,Internet Sales,,SO53220,,,Warrington,GB,EU,17810,,225,2018-10-14,2018-10-24,8.99,1,,2.0677,,,,6.9223,8.99,0
AWC Logo Cap,Caps,ENG,Clothing,Internet Sales,,SO58749,,,Warrington,GB,EU,17810,,225,2019-01-18,2019-01-24,8.99,1,,2.0677,,,,6.9223,8.99,0
Water Bottle - 30 oz.,Bottles and Cages,ENG,Accessories,Internet Sales,,SO53220,,,Warrington,GB,EU,17810,,477,2018-10-14,2018-10-24,4.99,1,,3.1237,,,,1.8663,4.99,0
Touring Tire Tube,Tires and Tubes,ENG,Accessories,Internet Sales,,SO58749,,,Warrington,GB,EU,17810,,530,2019-01-18,2019-01-24,4.99,1,,3.1237,,,,1.8663,4.99,0
